"Timestamp","Category","Message"
"2025/05/23-09:11:12","[NODE_CREATED]","Parent ID: 2 → New Node: TreeNode{data=UEData {id=2, name='66fd8c76-8266-426e-9de6-a082fa8df17a', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.3', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=38536.047574011296, WeightedDataRate=1.7976931348623157E308, parent=UEData {id=1, name='BaseStation', battery=100.0, signalStrength=100.0, dataRate=10000.0, cqi=12, los=true, latitude=0.0, longitude=0.0, ip='127.0.0.1', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:21","[NODE_CREATED]","Parent ID: 3 → New Node: TreeNode{data=UEData {id=3, name='0ba7bcd6-e348-40f2-ba6e-ad245a100849', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.10', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=2, name='66fd8c76-8266-426e-9de6-a082fa8df17a', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.3', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:21","[NODE_CREATED]","Parent ID: 7 → New Node: TreeNode{data=UEData {id=7, name='2f099ee0-ebf9-4d1c-bd31-3088642d7ed7', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.5', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=2, name='66fd8c76-8266-426e-9de6-a082fa8df17a', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.3', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:21","[NODE_CREATED]","Parent ID: 9 → New Node: TreeNode{data=UEData {id=9, name='9664f942-6d01-4b0f-b551-d9711b0e0f3b', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.8', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=2, name='66fd8c76-8266-426e-9de6-a082fa8df17a', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.3', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:21","[NODE_CREATED]","Parent ID: 5 → New Node: TreeNode{data=UEData {id=5, name='3b5603b3-3dc5-4406-ac69-02e719e2891a', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.4', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=2, name='66fd8c76-8266-426e-9de6-a082fa8df17a', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.3', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:21","[NODE_CREATED]","Parent ID: 8 → New Node: TreeNode{data=UEData {id=8, name='3567e9b4-ffa0-4464-9aa7-dcc042837ab4', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.12', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=2, name='66fd8c76-8266-426e-9de6-a082fa8df17a', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.3', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:22","[NODE_CREATED]","Parent ID: 10 → New Node: TreeNode{data=UEData {id=10, name='d84b3e12-cf59-43d6-94e3-fe531a008ac5', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.11', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=3, name='0ba7bcd6-e348-40f2-ba6e-ad245a100849', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.10', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:23","[NODE_CREATED]","Parent ID: 4 → New Node: TreeNode{data=UEData {id=4, name='f2a6b8f0-7624-44d6-86a1-799019ceec01', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.6', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=3, name='0ba7bcd6-e348-40f2-ba6e-ad245a100849', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.10', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:23","[NODE_CREATED]","Parent ID: 11 → New Node: TreeNode{data=UEData {id=11, name='6062305f-96af-4a77-874d-3c3eac201850', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.9', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=3, name='0ba7bcd6-e348-40f2-ba6e-ad245a100849', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.10', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:23","[NODE_CREATED]","Parent ID: 6 → New Node: TreeNode{data=UEData {id=6, name='1c83510d-172d-4481-8cb1-e06f55d6674f', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.7', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=3, name='0ba7bcd6-e348-40f2-ba6e-ad245a100849', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.10', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:46","[NODE_CREATED]","Parent ID: 3 → New Node: TreeNode{data=UEData {id=3, name='0ba7bcd6-e348-40f2-ba6e-ad245a100849', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.10', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=38536.047574011296, WeightedDataRate=1.7976931348623157E308, parent=UEData {id=1, name='BaseStation', battery=100.0, signalStrength=100.0, dataRate=10000.0, cqi=12, los=true, latitude=0.0, longitude=0.0, ip='127.0.0.1', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:46","[NODE_CREATED]","Parent ID: 4 → New Node: TreeNode{data=UEData {id=4, name='f2a6b8f0-7624-44d6-86a1-799019ceec01', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.6', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=38536.047574011296, WeightedDataRate=1.7976931348623157E308, parent=UEData {id=1, name='BaseStation', battery=100.0, signalStrength=100.0, dataRate=10000.0, cqi=12, los=true, latitude=0.0, longitude=0.0, ip='127.0.0.1', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:47","[NODE_CREATED]","Parent ID: 7 → New Node: TreeNode{data=UEData {id=7, name='2f099ee0-ebf9-4d1c-bd31-3088642d7ed7', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.5', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=3, name='0ba7bcd6-e348-40f2-ba6e-ad245a100849', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.10', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:47","[NODE_CREATED]","Parent ID: 9 → New Node: TreeNode{data=UEData {id=9, name='9664f942-6d01-4b0f-b551-d9711b0e0f3b', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.8', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=3, name='0ba7bcd6-e348-40f2-ba6e-ad245a100849', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.10', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:48","[NODE_CREATED]","Parent ID: 6 → New Node: TreeNode{data=UEData {id=6, name='1c83510d-172d-4481-8cb1-e06f55d6674f', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.7', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=3, name='0ba7bcd6-e348-40f2-ba6e-ad245a100849', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.10', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:48","[NODE_CREATED]","Parent ID: 10 → New Node: TreeNode{data=UEData {id=10, name='d84b3e12-cf59-43d6-94e3-fe531a008ac5', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.11', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=3, name='0ba7bcd6-e348-40f2-ba6e-ad245a100849', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.10', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:48","[NODE_CREATED]","Parent ID: 8 → New Node: TreeNode{data=UEData {id=8, name='3567e9b4-ffa0-4464-9aa7-dcc042837ab4', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.12', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=3, name='0ba7bcd6-e348-40f2-ba6e-ad245a100849', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.10', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:48","[NODE_CREATED]","Parent ID: 5 → New Node: TreeNode{data=UEData {id=5, name='3b5603b3-3dc5-4406-ac69-02e719e2891a', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.4', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=7, name='2f099ee0-ebf9-4d1c-bd31-3088642d7ed7', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.5', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:11:49","[NODE_CREATED]","Parent ID: 11 → New Node: TreeNode{data=UEData {id=11, name='6062305f-96af-4a77-874d-3c3eac201850', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.9', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=7, name='2f099ee0-ebf9-4d1c-bd31-3088642d7ed7', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.5', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:13:21","[ENTRY_CREATED]","Creating node but not connecting it: Parent ID: null → New Node: UEData {id=12, name='cff3d98e-3de0-408c-92c1-84f928d7f2ed', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.5', port=50051, restPort=8888, isUEVBS=false}"
"2025/05/23-09:13:22","[ENTRY_CREATED]","Creating node but not connecting it: Parent ID: null → New Node: UEData {id=13, name='485d0445-af94-49ea-8c69-eb810f5fd6c7', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.3', port=50051, restPort=8888, isUEVBS=false}"
"2025/05/23-09:13:22","[ENTRY_CREATED]","Creating node but not connecting it: Parent ID: null → New Node: UEData {id=14, name='aec2c04c-2bb0-4d9a-af57-23b6cf8beb25', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.4', port=50051, restPort=8888, isUEVBS=false}"
"2025/05/23-09:13:23","[ENTRY_CREATED]","Creating node but not connecting it: Parent ID: null → New Node: UEData {id=15, name='2a0133be-29d8-4809-bcfb-78c615f9e56d', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.12', port=50051, restPort=8888, isUEVBS=false}"
"2025/05/23-09:13:23","[ENTRY_CREATED]","Creating node but not connecting it: Parent ID: null → New Node: UEData {id=16, name='7ec1315a-bc49-4014-ac71-ea1a638322e4', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.7', port=50051, restPort=8888, isUEVBS=false}"
"2025/05/23-09:13:23","[ENTRY_CREATED]","Creating node but not connecting it: Parent ID: null → New Node: UEData {id=17, name='597f8d32-4b3d-4e29-a914-08da0c9281f0', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.8', port=50051, restPort=8888, isUEVBS=false}"
"2025/05/23-09:13:23","[ENTRY_CREATED]","Creating node but not connecting it: Parent ID: null → New Node: UEData {id=18, name='3b39d5df-adcf-45d7-a94b-7e7914402890', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.6', port=50051, restPort=8888, isUEVBS=false}"
"2025/05/23-09:13:23","[ENTRY_CREATED]","Creating node but not connecting it: Parent ID: null → New Node: UEData {id=19, name='c41055a1-8877-419a-8aca-4deeed84d2f7', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.11', port=50051, restPort=8888, isUEVBS=false}"
"2025/05/23-09:13:24","[ENTRY_CREATED]","Creating node but not connecting it: Parent ID: null → New Node: UEData {id=20, name='e7be19a7-8920-46c3-a8b6-0b151174a16e', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.9', port=50051, restPort=8888, isUEVBS=false}"
"2025/05/23-09:13:25","[ENTRY_CREATED]","Creating node but not connecting it: Parent ID: null → New Node: UEData {id=21, name='06f02513-ab4c-43ef-923c-fe943f56b3f3', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.10', port=50051, restPort=8888, isUEVBS=false}"
"2025/05/23-09:13:32","[NODE_CREATED]","Parent ID: 12 → New Node: TreeNode{data=UEData {id=12, name='cff3d98e-3de0-408c-92c1-84f928d7f2ed', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.5', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=7, name='2f099ee0-ebf9-4d1c-bd31-3088642d7ed7', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.5', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:13:35","[NODE_CREATED]","Parent ID: 13 → New Node: TreeNode{data=UEData {id=13, name='485d0445-af94-49ea-8c69-eb810f5fd6c7', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.3', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=7, name='2f099ee0-ebf9-4d1c-bd31-3088642d7ed7', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.5', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:13:36","[NODE_CREATED]","Parent ID: 14 → New Node: TreeNode{data=UEData {id=14, name='aec2c04c-2bb0-4d9a-af57-23b6cf8beb25', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.4', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=7, name='2f099ee0-ebf9-4d1c-bd31-3088642d7ed7', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.5', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:13:36","[NODE_CREATED]","Parent ID: 15 → New Node: TreeNode{data=UEData {id=15, name='2a0133be-29d8-4809-bcfb-78c615f9e56d', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.12', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=5, name='3b5603b3-3dc5-4406-ac69-02e719e2891a', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.4', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:13:36","[NODE_CREATED]","Parent ID: 17 → New Node: TreeNode{data=UEData {id=17, name='597f8d32-4b3d-4e29-a914-08da0c9281f0', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.8', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=5, name='3b5603b3-3dc5-4406-ac69-02e719e2891a', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.4', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:13:36","[NODE_CREATED]","Parent ID: 19 → New Node: TreeNode{data=UEData {id=19, name='c41055a1-8877-419a-8aca-4deeed84d2f7', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.11', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=5, name='3b5603b3-3dc5-4406-ac69-02e719e2891a', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.4', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:13:37","[NODE_CREATED]","Parent ID: 18 → New Node: TreeNode{data=UEData {id=18, name='3b39d5df-adcf-45d7-a94b-7e7914402890', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.6', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=5, name='3b5603b3-3dc5-4406-ac69-02e719e2891a', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.4', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:13:37","[NODE_CREATED]","Parent ID: 20 → New Node: TreeNode{data=UEData {id=20, name='e7be19a7-8920-46c3-a8b6-0b151174a16e', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.9', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=5, name='3b5603b3-3dc5-4406-ac69-02e719e2891a', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.4', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:13:37","[NODE_CREATED]","Parent ID: 21 → New Node: TreeNode{data=UEData {id=21, name='06f02513-ab4c-43ef-923c-fe943f56b3f3', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.10', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=15, name='2a0133be-29d8-4809-bcfb-78c615f9e56d', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.12', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
"2025/05/23-09:13:37","[NODE_CREATED]","Parent ID: 16 → New Node: TreeNode{data=UEData {id=16, name='7ec1315a-bc49-4014-ac71-ea1a638322e4', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.7', port=50051, restPort=8888, isUEVBS=true}, edgeWeightDataRate=Infinity, WeightedDataRate=38536.047574011296, parent=UEData {id=15, name='2a0133be-29d8-4809-bcfb-78c615f9e56d', battery=75.01427714674244, signalStrength=11.2234, dataRate=145.234421, cqi=12, los=false, latitude=35.1532, longitude=33.33785, ip='172.18.0.12', port=50051, restPort=8888, isUEVBS=true}, childrenCount=0, children=[]}"
